StateCode,NCESSCH,PCT_BACH,PCT_ADVC,P_EXPLT6,P_EXPGT5,MEAN_EXP,M_BSALT6,M_BSAGT5,M_BSAL
16,1.60153E+11,81.3,18.8,31.3,68.8,12,31069,44129,40048
16,1.60153E+11,79.7,18.8,20.3,79.7,18,31685,48666,45216
16,1.60153E+11,86.4,13.6,31.8,68.2,13,30000,46704,41389
16,1.60153E+11,100,0,20,80,16,32263,47554,44495
16,1.60153E+11,65.5,32.8,6.9,93.1,20,33178,47923,46906
16,1.60153E+11,95.2,-1,23.8,76.2,14,30591,45471,41928
16,1.60153E+11,86.7,-1,40,60,14,31102,48832,41740
16,1.60153E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60153E+11,85,15,15,85,18,30383,47991,45350
16,1.60153E+11,85.7,-1,42.9,57.1,6,30000,39890,35651
16,1.60153E+11,87,13,-1,95.7,18,-1,47609,46844
16,1.60153E+11,85,15,25,75,13,31748,44793,41532
16,1.60153E+11,95,-1,32.5,67.5,12,33260,45999,41859
16,1.60157E+11,100,0,18.2,81.8,17,30000,43183,40786
16,1.60157E+11,93.5,-1,16.1,83.9,16,30000,43875,41637
16,1.60157E+11,100,0,40.6,59.4,12,30223,43126,37884
16,1.60157E+11,73.7,23.7,10.5,89.5,17,30000,43730,42285
16,1.60157E+11,100,0,-1,80,17,-1,43038,40431
16,1.60157E+11,85.7,-1,42.9,57.1,7,31076,39774,36046
16,1.60157E+11,81.5,18.5,14.8,85.2,17,30000,43601,41586
16,1.60157E+11,76.7,23.3,30,70,13,30359,42209,38654
16,1.60159E+11,-1,0,-1,0,-1,-1,-2,-1
16,1.60159E+11,86.5,13.5,29.7,70.3,12,30020,39225,36488
16,1.60159E+11,93.5,-1,51.6,48.4,9,30000,39255,34478
16,1.60159E+11,59.1,40.9,45.5,54.5,13,30374,42939,37228
16,1.60159E+11,76.5,23.5,25.5,74.5,13,31421,41561,38976
16,1.60159E+11,75,25,21.4,78.6,14,30019,42029,39455
16,1.60159E+11,0,-1,0,-1,-1,-2,-1,-1
16,1.60162E+11,100,0,0,100,14,-2,39403,39403
16,1.60162E+11,100,0,-1,83.3,10,-1,36963,35803
16,1.60162E+11,100,0,0,100,12,-2,37387,37387
16,1.60165E+11,-1,0,-1,-1,-1,-1,-1,-1
16,1.60165E+11,77.8,22.2,27.8,72.2,14,30538,42593,39245
16,1.60165E+11,77.3,18.2,22.7,77.3,14,31917,42846,40362
16,1.60165E+11,93.8,-1,18.8,81.3,14,30000,41130,39043
16,1.60165E+11,93.8,-1,37.5,62.5,17,31130,42970,38530
16,1.60165E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60168E+11,88.9,-1,0,100,19,-2,44100,44100
16,1.60168E+11,90.9,-1,27.3,72.7,9,30000,40900,37927
16,1.60171E+11,93.8,-1,18.8,81.3,15,30000,40880,38840
16,1.60171E+11,90.3,9.7,22.6,77.4,15,30650,41072,38718
16,1.60171E+11,70.8,29.2,16.7,83.3,16,30234,42386,40360
16,1.60174E+11,100,0,-1,83.3,11,-1,37083,35903
16,1.60174E+11,66.7,33.3,0,100,20,-2,46746,46746
16,1.60177E+11,83.3,16.7,25,75,14,30013,45351,41517
16,1.60177E+11,69.8,30.2,28.3,71.7,13,31852,45719,41795
16,1.60177E+11,66.7,33.3,-1,86.7,14,-1,42833,41122
16,1.60177E+11,82.4,17.6,58.8,41.2,8,30387,44251,36096
16,1.60177E+11,85.7,14.3,23.8,76.2,12,29810,43190,40005
16,1.60177E+11,90.6,9.4,46.9,53.1,8,30654,42898,37159
16,1.60177E+11,93.8,-1,43.8,56.3,11,30230,44984,38529
16,1.6018E+11,92.6,-1,40.7,59.3,9,31738,46492,40481
16,1.6018E+11,81,19,42.9,57.1,10,31878,49581,41994
16,1.6018E+11,84,16,12,88,17,30000,51835,49215
16,1.6018E+11,81.8,18.2,18.2,81.8,15,33784,48377,45724
16,1.6018E+11,78.7,21.3,34,66,13,31704,48140,42545
16,1.6018E+11,100,0,26.3,73.7,12,30319,50203,44971
16,1.6018E+11,100,0,-1,75,10,-1,45783,41838
16,1.6018E+11,80.8,19.2,-1,92.3,16,-1,49926,48563
16,1.60183E+11,77.1,22.9,17.1,82.9,14,31836,44059,41964
16,1.60186E+11,82.6,17.4,-1,91.3,17,-1,49743,48029
16,1.60186E+11,95,-1,15,85,17,32041,51188,48316
16,1.60186E+11,85.3,14.7,23.5,76.5,12,33482,48294,44809
16,1.60186E+11,79.7,20.3,6.8,93.2,17,34755,51186,50072
16,1.60186E+11,100,0,29.4,70.6,13,32629,48077,43533
16,1.60186E+11,75,25,-1,87.5,20,-1,52257,49724
16,1.60186E+11,71.4,28.6,23.8,76.2,15,30907,49019,44706
16,1.60186E+11,90.3,9.7,22.6,77.4,14,32377,49697,45786
16,1.60186E+11,93.3,-1,-1,93.3,16,-1,49723,48706
16,1.60186E+11,66.7,33.3,22.2,77.8,16,31675,50131,46029
16,1.60186E+11,66.7,33.3,-1,88.9,15,-1,50220,48409
16,1.6019E+11,77.8,-1,0,100,19,-2,43133,43133
16,1.6019E+11,85.7,0,-1,71.4,13,-1,44274,40196
16,1.60192E+11,84.4,15.6,22.2,77.8,15,30333,42973,40165
16,1.60192E+11,-1,-1,0,100,20,-2,44360,44360
16,1.60192E+11,88.9,-1,33.3,66.7,13,30115,42494,38368
16,1.60192E+11,75,-1,-1,75,10,-1,43429,40072
16,1.60192E+11,100,0,57.1,42.9,7,30487,44943,36682
16,1.60192E+11,100,0,33.3,66.7,8,30230,39472,36391
16,1.60192E+11,93.8,-1,31.3,68.8,12,30000,42147,38351
16,1.60192E+11,100,0,29.4,70.6,15,30000,43933,39835
16,1.60192E+11,85.3,14.7,17.6,82.4,15,34492,42690,41243
16,1.60192E+11,67.3,30.6,16.3,83.7,16,30000,43905,41635
16,1.60192E+11,100,0,25,75,16,30000,45009,41256
16,1.60192E+11,-1,0,-1,0,-1,-1,-2,-1
16,1.60195E+11,83.3,-1,-1,83.3,15,-1,41064,39220
16,1.60195E+11,81.8,-1,-1,81.8,19,-1,42972,40713
16,1.60195E+11,80,-1,0,100,27,-2,44972,44972
16,1.60195E+11,90,-1,25,75,14,30000,39296,36972
16,1.60195E+11,90.9,-1,-1,81.8,16,-1,41770,39630
16,1.60195E+11,91.7,-1,33.3,66.7,11,30000,40798,37199
16,1.60195E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60198E+11,70,30,20,80,17,30234,43163,40577
16,1.60198E+11,83.3,-1,25,75,14,30000,40554,37915
16,1.60198E+11,81.8,-1,-1,81.8,11,-1,38742,37153
16,1.60198E+11,80,0,-1,60,8,-1,36771,34972
16,1.60203E+11,95.2,-1,23.8,76.2,13,32800,50961,46637
16,1.60203E+11,81,19,19,81,17,32383,51598,47938
16,1.60203E+11,100,0,-1,87.5,16,-1,49486,47543
16,1.60203E+11,78.6,21.4,-1,85.7,23,-1,54240,51042
16,1.60203E+11,0,-1,0,-1,-1,-2,-1,-1
16,1.60206E+11,76.5,23.5,47.1,52.9,11,30809,41557,36499
16,1.60207E+11,92.9,-1,28.6,71.4,13,30040,37699,35510
16,1.60207E+11,70,30,50,50,8,30457,43549,37003
16,1.60207E+11,62.5,37.5,-1,75,15,-1,44121,40611
16,1.6021E+11,80.4,19.6,32.1,67.9,12,30804,46229,41271
16,1.6021E+11,73.2,26.8,22,78,12,30568,45295,42063
16,1.6021E+11,82.5,17.5,34.9,65.1,11,30707,46414,40929
16,1.6021E+11,87,13,21.7,78.3,15,30588,49775,45604
16,1.6021E+11,79.2,20.8,12.5,87.5,19,32557,50923,48628
16,1.6021E+11,71.4,28.6,23.8,76.2,17,30937,50039,45491
16,1.6021E+11,92.6,-1,40.7,59.3,11,30636,46580,40084
16,1.6021E+11,77.8,22.2,22.2,77.8,13,30437,49024,44894
16,1.6021E+11,84.5,15.5,31,69,10,30618,44662,40304
16,1.6021E+11,80.8,19.2,19.2,80.8,13,32554,45836,43282
16,1.6021E+11,75,25,15,85,15,32416,49070,46572
16,1.6021E+11,82.9,17.1,22.9,77.1,15,30000,51830,46840
16,1.6021E+11,77.4,21.5,23.7,76.3,13,31012,46075,42512
16,1.6021E+11,87.5,12.5,25,75,12,30696,47860,43569
16,1.6021E+11,72,28,16,84,15,30000,49188,46118
16,1.6021E+11,80,-1,50,50,11,30819,51901,41360
16,1.6021E+11,93.1,-1,27.6,72.4,10,30000,44723,40661
16,1.6021E+11,85.7,14.3,34.3,65.7,11,32275,46360,41531
16,1.6021E+11,82.8,17.2,26.6,73.4,11,30657,47820,43261
16,1.6021E+11,94.4,-1,38.9,61.1,12,30846,49225,42078
16,1.6021E+11,84.4,15.6,25,75,11,33751,45189,42329
16,1.6021E+11,91.7,-1,50,50,8,31073,39249,35161
16,1.6021E+11,64,36,32,68,12,31108,44554,40251
16,1.6021E+11,90.6,9.4,37.5,62.5,11,32347,47723,41957
16,1.6021E+11,66.7,33.3,18.5,81.5,16,32505,50354,47049
16,1.6021E+11,84,16,28,72,13,30969,48088,43294
16,1.6021E+11,64.3,35.7,28.6,71.4,18,32407,50030,44995
16,1.6021E+11,67.9,32.1,16.7,83.3,15,31877,47784,45133
16,1.6021E+11,63.6,36.4,81.8,-1,4,30782,-1,33124
16,1.6021E+11,87.5,12.5,25,75,10,31201,42709,39832
16,1.6021E+11,80,20,33.3,66.7,12,30545,50975,44165
16,1.6021E+11,93.3,-1,23.3,76.7,11,31089,45690,42283
16,1.6021E+11,84,16,12,88,17,32721,50145,48054
16,1.6021E+11,85.2,14.8,14.8,85.2,14,30587,45024,42885
16,1.6021E+11,89.6,10.4,22.9,77.1,11,31223,45565,42278
16,1.6021E+11,78,22,26,74,13,30378,47607,43128
16,1.6021E+11,76.6,23.4,37.2,62.8,9,31472,43931,39292
16,1.6021E+11,77.8,-1,-1,77.8,15,-1,55714,52222
16,1.6021E+11,60,33.3,20,80,12,31165,46563,43483
16,1.6021E+11,-1,0,-1,-1,-1,-1,-1,-1
16,1.6021E+11,79.4,20.6,44.4,55.6,9,31199,45588,39193
16,1.6021E+11,86.4,13.6,50,50,10,31194,46716,38955
16,1.6021E+11,-1,-1,75,-1,3,29548,-1,31702
16,1.6021E+11,100,0,100,0,2,30000,-2,30000
16,1.6021E+11,72.7,27.3,27.3,72.7,10,31165,41937,38999
16,1.6021E+11,-1,-1,-1,-1,7,-1,-1,40044
16,1.60213E+11,86.2,13.8,24.1,75.9,12,31041,43477,40475
16,1.60213E+11,89.2,10.8,27,73,15,30735,45093,41212
16,1.60213E+11,94.7,-1,23.7,76.3,15,30767,48555,44342
16,1.60213E+11,83.3,16.7,22.2,77.8,17,30000,49289,45003
16,1.60213E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60213E+11,77.8,22.2,16.7,83.3,16,30127,48927,45793
16,1.60216E+11,75,25,-1,91.7,18,-1,41544,41065
16,1.60219E+11,58.3,41.7,50,50,14,30573,46503,38538
16,1.60219E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60219E+11,86.7,-1,-1,86.7,14,-1,42468,40806
16,1.60219E+11,76.9,23.1,-1,96.2,17,-1,43192,42684
16,1.60219E+11,91.7,-1,20.8,79.2,15,30000,41014,38719
16,1.60219E+11,57.6,42.4,13.6,86.4,18,30000,44476,42513
16,1.60219E+11,72.7,22.7,-1,90.9,15,-1,41599,40545
16,1.60219E+11,80.8,19.2,15.4,84.6,19,30138,44335,42151
16,1.60219E+11,84.8,15.2,12.1,87.9,17,30138,42642,41126
16,1.60219E+11,-1,0,-1,-1,6,-1,-1,32425
16,1.60222E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60222E+11,30.4,69.6,-1,95.7,15,-1,46855,46146
16,1.60222E+11,61.5,38.5,38.5,61.5,12,31313,46390,40591
16,1.60222E+11,56.3,43.8,-1,87.5,16,-1,47276,45117
16,1.60222E+11,42.9,57.1,28.6,71.4,15,30841,48887,43731
16,1.60222E+11,37,63,11.1,88.9,18,33442,48686,46992
16,1.60222E+11,64.3,35.7,-1,85.7,19,-1,47505,45143
16,1.60222E+11,75,-1,-1,87.5,15,-1,31215,31063
16,1.60225E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60225E+11,69.6,30.4,-1,95.7,17,-1,47354,46599
16,1.60225E+11,76.6,21.3,21.3,78.7,13,31610,44324,41619
16,1.60225E+11,78.9,21.1,26.3,73.7,13,29905,46183,41899
16,1.60225E+11,82.8,17.2,24.1,75.9,16,31594,46758,43098
16,1.60225E+11,81.8,18.2,-1,90.9,18,-1,44380,43213
16,1.60225E+11,87,13,26.1,73.9,12,30000,44727,40885
16,1.60225E+11,70.2,29.8,21.3,78.7,13,30543,45613,42406
16,1.60228E+11,80,-1,-1,80,12,-1,35050,34040
16,1.60228E+11,80,-1,-1,80,24,-1,44227,41382
16,1.60231E+11,100,0,0,100,18,-2,42001,42001
16,1.60231E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60231E+11,100,0,75,-1,6,30000,-1,31003
16,1.60234E+11,71.4,28.6,35.7,64.3,10,30713,39595,36423
16,1.60234E+11,64.3,35.7,25,75,14,31586,44890,41564
16,1.60234E+11,71,29,25.8,74.2,14,30112,42152,39045
16,1.60234E+11,65,35,40,60,9,30616,41019,36858
16,1.60234E+11,88.2,-1,-1,88.2,13,-1,38716,37996
16,1.60234E+11,81.3,18.8,50,50,7,30469,37272,33871
16,1.60234E+11,-1,60,-1,60,8,-1,42402,37766
16,1.60234E+11,81.1,18.9,30.2,69.8,13,30568,43615,39676
16,1.60234E+11,76,24,-1,92,18,-1,43355,42287
16,1.60234E+11,79.6,20.4,46.9,53.1,10,31160,43332,37618
16,1.60234E+11,81.5,18.5,29.6,70.4,15,30234,42902,39149
16,1.60234E+11,56.7,40,25,75,12,30765,43231,40115
16,1.60234E+11,54.2,39,32.2,67.8,11,32826,43994,40398
16,1.60234E+11,-1,-1,0,100,19,-2,45405,45405
16,1.60234E+11,76.9,23.1,26.9,73.1,14,31341,41201,38547
16,1.60234E+11,52.4,47.6,28.6,71.4,11,30135,41950,38574
16,1.60234E+11,74.2,25.8,38.7,61.3,13,30796,43341,38485
16,1.60234E+11,87.9,12.1,36.4,63.6,10,30593,39537,36285
16,1.60234E+11,100,0,-1,-1,6,-1,-1,38338
16,1.60234E+11,72.5,27.5,41.2,58.8,11,30170,43809,38193
16,1.60234E+11,58.6,41.4,27.6,72.4,12,29954,41957,38646
16,1.60234E+11,70.4,29.6,37,63,9,33385,45541,41039
16,1.60234E+11,65.9,34.1,36.4,63.6,10,30985,42945,38596
16,1.60237E+11,81,19,14.3,85.7,19,30792,45158,43106
16,1.60237E+11,100,0,0,100,16,-2,43229,43229
16,1.60237E+11,92.3,-1,23.1,76.9,13,30027,42408,39551
16,1.6024E+11,73.3,26.7,-1,93.3,16,-1,40977,40307
16,1.60243E+11,100,0,-1,60,14,-1,44699,38819
16,1.60243E+11,75,-1,-1,75,16,-1,43141,39856
16,1.60246E+11,85.7,-1,42.9,57.1,17,30000,43769,37868
16,1.60246E+11,80,-1,-1,90,17,-1,40028,39025
16,1.60246E+11,-1,-1,-1,75,17,-1,42885,41809
16,1.60249E+11,90.5,-1,-1,90.5,18,-1,42838,41615
16,1.60249E+11,71.4,21.4,35.7,64.3,14,30667,42281,38133
16,1.60249E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60249E+11,100,0,-1,90,17,-1,41800,40620
16,1.60249E+11,-1,0,-1,0,-1,-1,-2,-1
16,1.60252E+11,-1,0,-1,0,-1,-1,-2,-1
16,1.60252E+11,95.7,-1,-1,95.7,16,-1,43532,42944
16,1.60252E+11,73.7,26.3,21.1,78.9,19,30000,46151,42751
16,1.60252E+11,88,12,16,84,18,30833,44469,42287
16,1.60252E+11,88.9,-1,-1,88.9,14,-1,38932,37939
16,1.60255E+11,64.7,35.3,29.4,70.6,12,30000,42281,38669
16,1.60255E+11,90.9,-1,31.8,68.2,12,30000,40638,37253
16,1.60255E+11,53.8,46.2,23.1,76.9,14,30000,41924,39173
16,1.60255E+11,57.1,-1,0,100,19,-2,43010,43010
16,1.60258E+11,92.6,-1,14.8,85.2,18,30000,45329,43058
16,1.60258E+11,77.3,22.7,27.3,72.7,12,31545,44501,40967
16,1.60258E+11,90,-1,20,80,14,30000,43131,40505
16,1.60258E+11,100,0,23.1,76.9,17,30000,46260,42507
16,1.60261E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60264E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60264E+11,80.8,19.2,15.4,84.6,18,32425,52245,49196
16,1.60264E+11,82.8,17.2,24.1,75.9,16,36482,51369,47776
16,1.60264E+11,81.3,18.8,-1,87.5,15,-1,50481,48433
16,1.60264E+11,87.5,-1,-1,75,12,-1,49118,44388
16,1.60264E+11,82.8,17.2,10.3,89.7,17,30700,50557,48503
16,1.60264E+11,53.3,46.7,0,100,18,-2,52196,52196
16,1.60264E+11,74.1,25.9,11.1,88.9,16,30000,50535,48253
16,1.60264E+11,63.9,36.1,14.8,85.2,16,35528,51352,49017
16,1.60264E+11,60,40,10,90,19,33903,53052,51137
16,1.60264E+11,68,32,20,80,15,30420,50212,46253
16,1.60264E+11,88.5,11.5,23.1,76.9,16,30416,50472,45844
16,1.60264E+11,69.2,30.8,19.2,80.8,14,33995,49796,46757
16,1.60264E+11,70.4,27.8,18.5,81.5,14,32731,50525,47230
16,1.60264E+11,60,-1,-1,60,15,-1,55223,45134
16,1.60264E+11,75,25,25,75,16,34485,51638,47350
16,1.60264E+11,94.1,-1,23.5,76.5,14,34433,49480,45939
16,1.60264E+11,80,20,12,88,17,31300,50675,48350
16,1.60264E+11,86.7,-1,26.7,73.3,11,33042,48277,44214
16,1.60264E+11,70,30,-1,90,21,-1,52757,50501
16,1.60264E+11,69.6,30.4,10.9,89.1,17,30859,51932,49642
16,1.60264E+11,68.2,31.8,31.8,68.2,16,32576,52753,46333
16,1.60264E+11,80,-1,-1,60,15,-1,51400,43620
16,1.60264E+11,71.4,28.6,35.7,64.3,10,30055,44945,39627
16,1.60267E+11,90,10,40,60,14,31766,51164,43405
16,1.60267E+11,80,-1,30,70,10,30059,45642,40967
16,1.60267E+11,87.5,12.5,29.2,70.8,13,31772,46683,42334
16,1.60267E+11,76.8,23.2,20.3,79.7,16,32597,48797,45510
16,1.60267E+11,73.2,26.8,24.4,75.6,16,31953,49466,45194
16,1.60267E+11,82.8,17.2,34.5,65.5,13,31517,50271,43804
16,1.60267E+11,80,-1,-1,60,11,-1,48430,42329
16,1.60267E+11,77.3,22.7,18.2,81.8,17,32383,50872,47511
16,1.60267E+11,79.2,20.8,20.8,79.2,14,33130,48526,45318
16,1.6027E+11,69.2,30.8,0,100,21,-2,52029,52029
16,1.6027E+11,78.6,21.4,35.7,64.3,11,31384,46239,40934
16,1.60273E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60276E+11,77.8,22.2,38.9,61.1,10,30000,38294,35069
16,1.60279E+11,92.3,-1,38.5,61.5,11,30000,39796,36028
16,1.60279E+11,75,25,-1,83.3,15,-1,42700,40583
16,1.60279E+11,85.7,-1,28.6,71.4,12,30000,40665,37618
16,1.60282E+11,78.6,-1,-1,92.9,18,-1,40834,40060
16,1.60285E+11,66.7,33.3,-1,93.3,22,-1,44009,43146
16,1.60285E+11,73.3,26.7,-1,86.7,19,-1,44379,42461
16,1.60285E+11,72.2,27.8,-1,94.4,19,-1,42986,42612
16,1.60285E+11,-1,-1,0,-1,-1,-2,-1,-1
16,1.60285E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60285E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60291E+11,81.5,18.5,18.5,81.5,17,30607,42914,40635
16,1.60291E+11,82.8,13.8,24.1,75.9,14,30463,41516,38848
16,1.60291E+11,88.9,-1,38.9,61.1,13,30000,43352,38160
16,1.60291E+11,82.6,17.4,13,87,18,30000,43720,41931
16,1.60294E+11,100,0,33.3,66.7,11,30000,38864,35909
16,1.60294E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60294E+11,100,0,-1,75,12,-1,42112,40663
16,1.60297E+11,92.9,-1,-1,92.9,17,-1,43583,42613
16,1.60297E+11,100,0,-1,90,20,-1,44734,43261
16,1.60297E+11,77.8,-1,0,100,27,-2,47320,47320
16,1.60297E+11,80,20,20,80,18,30573,45537,42544
16,1.60297E+11,75.8,21.2,12.1,87.9,15,31112,42955,41520
16,1.60297E+11,90.9,-1,-1,90.9,16,-1,43612,42374
16,1.60297E+11,75,-1,-1,75,7,-1,38246,36185
16,1.603E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.603E+11,100,0,-1,86.7,22,-1,46998,44731
16,1.603E+11,91.7,-1,0,100,17,-2,45206,45206
16,1.603E+11,75,25,0,100,21,-2,45937,45937
16,1.60303E+11,83.3,-1,-1,91.7,19,-1,43382,42266
16,1.60303E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60306E+11,87,13,17.4,82.6,21,30000,46001,43218
16,1.60306E+11,84.2,15.8,36.8,63.2,13,30000,43936,38802
16,1.60306E+11,81.8,-1,-1,90.9,22,-1,43955,42686
16,1.60306E+11,90,-1,-1,80,14,-1,40866,38693
16,1.60309E+11,90.5,-1,-1,90.5,17,-1,42970,41735
16,1.60309E+11,78.9,21.1,-1,89.5,17,-1,41951,40693
16,1.60309E+11,92.9,-1,21.4,78.6,12,30000,39549,37503
16,1.60309E+11,70,30,30,70,14,30312,43083,39252
16,1.60309E+11,-1,0,0,-1,-1,-2,-1,-1
16,1.60312E+11,80,-1,-1,80,10,-1,41273,40911
16,1.60318E+11,83.3,16.7,29.2,70.8,13,31296,43411,39878
16,1.60318E+11,83.3,16.7,33.3,66.7,12,30000,41987,37992
16,1.60318E+11,80,-1,-1,80,13,-1,39950,38845
16,1.60318E+11,88.9,-1,33.3,66.7,11,30865,41449,37921
16,1.60318E+11,75,-1,0,100,17,-2,42607,42607
16,1.60318E+11,91.7,-1,25,75,15,30000,44539,40904
16,1.60318E+11,-1,0,-1,0,-1,-1,-2,-1
16,1.60321E+11,-1,0,-1,0,-1,-1,-2,-1
16,1.60324E+11,89.7,10.3,27.6,72.4,12,30032,39452,36853
16,1.60324E+11,100,0,33.3,66.7,11,30272,38614,35833
16,1.60324E+11,93.5,-1,22.6,77.4,15,30391,42366,39662
16,1.60324E+11,96.4,-1,35.7,64.3,14,30550,42563,38273
16,1.60324E+11,87.9,12.1,18.2,81.8,18,30327,43823,41369
16,1.60324E+11,85.4,14.6,29.2,70.8,13,31996,41128,38465
16,1.60324E+11,95.2,-1,16.7,83.3,15,30668,41941,40062
16,1.60324E+11,94.1,-1,23.5,76.5,15,30414,41632,38992
16,1.60324E+11,77.6,22.4,23.9,76.1,12,30734,40377,38074
16,1.60324E+11,88.6,11.4,25.7,74.3,16,30445,43613,40227
16,1.60324E+11,83.3,-1,41.7,58.3,12,30270,39965,35925
16,1.60324E+11,-1,-1,75,-1,5,29856,-1,31462
16,1.60324E+11,-1,-1,-1,-1,8,-1,-1,34357
16,1.60327E+11,90.5,9.5,7.1,92.9,16,30000,40697,39933
16,1.6033E+11,70,30,40,60,13,30271,42052,37340
16,1.6033E+11,83.3,-1,-1,88.9,18,-1,41975,40700
16,1.60333E+11,83.3,-1,-1,83.3,19,-1,46525,43771
16,1.60333E+11,87.5,12.5,16.7,83.3,18,30000,46841,44034
16,1.60333E+11,61.5,38.5,26.9,73.1,15,30966,45877,41863
16,1.60333E+11,95,-1,25,75,15,30343,44175,40717
16,1.60336E+11,83.3,16.7,27.8,72.2,14,30000,40989,37937
16,1.60336E+11,80,20,20,80,14,31491,41306,39343
16,1.60336E+11,88.2,-1,23.5,76.5,12,30234,39734,37499
16,1.6034E+11,75,-1,0,100,21,-2,38936,38936
16,1.6034E+11,100,0,42.9,57.1,10,30000,41812,36750
16,1.6034E+11,78.6,21.4,35.7,64.3,13,30000,42133,37800
16,1.60342E+11,62.5,-1,37.5,62.5,16,30919,45811,40226
16,1.60342E+11,100,0,60,-1,9,30193,-1,34375
16,1.60342E+11,92.9,-1,-1,92.9,19,-1,44440,43409
16,1.60348E+11,71.4,28.6,28.6,71.4,18,30304,47846,42834
16,1.60348E+11,78.6,21.4,-1,85.7,19,-1,43579,41639
16,1.60348E+11,60,-1,-1,60,12,-1,42978,37787
19,1.90001E+11,100,0,0,100,23,-2,45465,45465
19,1.90001E+11,72.2,27.8,16.7,83.3,19,31272,50022,46897
19,1.90001E+11,100,0,36.4,63.6,11,30872,43379,38831
19,1.90001E+11,75,25,0,100,24,-2,48359,48359
19,1.90001E+11,66.7,-1,0,100,26,-2,45117,45117
19,1.90001E+11,91.3,-1,30.4,69.6,14,28655,43137,38730
19,1.90001E+11,75,25,45,55,12,30182,43808,37676
19,1.90001E+11,100,0,57.1,42.9,13,28819,46357,36335
19,1.90002E+11,75,-1,0,100,26,-2,46776,46776
19,1.90002E+11,92.3,-1,-1,84.6,15,-1,40685,38439
19,1.90002E+11,68.8,31.3,25,75,15,26306,41681,37837
19,1.90002E+11,70,30,0,100,20,-2,45079,45079
19,1.90002E+11,82.4,17.6,23.5,76.5,18,31227,48063,44101
19,1.90002E+11,76.9,23.1,23.1,76.9,16,31544,47091,43503
19,1.90002E+11,82.6,17.4,13,87,14,33987,43536,42291
19,1.90002E+11,71.4,28.6,-1,92.9,15,-1,34574,34088
19,1.90002E+11,100,0,19,81,14,26755,35990,34231
19,1.90002E+11,66.7,33.3,-1,88.9,16,-1,35980,34955
19,1.90002E+11,88.9,-1,-1,88.9,20,-1,38122,36972
19,1.90002E+11,-1,0,0,-1,-1,-2,-1,-1
19,1.90002E+11,100,0,0,100,13,-2,32976,32976
19,1.90002E+11,100,0,-1,87.5,18,-1,36157,35385
19,1.90002E+11,90,-1,-1,80,16,-1,35941,34773
19,1.90002E+11,100,0,0,100,23,-2,38766,38766
19,1.90002E+11,88.9,-1,0,100,21,-2,40187,40187
19,1.90002E+11,84.2,-1,26.3,73.7,17,26731,39915,36446
19,1.90003E+11,95.8,-1,20.8,79.2,16,29678,39370,37351
19,1.90003E+11,92.9,-1,21.4,78.6,16,31598,37687,36382
19,1.90003E+11,83.3,-1,-1,83.3,17,-1,39250,37699
19,1.90003E+11,85,15,-1,95,22,-1,45180,44681
19,1.90003E+11,76.5,23.5,17.6,82.4,18,33014,46061,43759
19,1.90003E+11,100,0,-1,75,18,-1,41330,38170
19,1.90003E+11,73.3,26.7,20,80,22,29564,46098,42791
19,1.90003E+11,87.5,-1,-1,93.8,23,-1,43273,42337
19,1.90003E+11,90.9,-1,-1,90.9,21,-1,42886,41512
19,1.90003E+11,80,20,-1,95,20,-1,42074,41358
19,1.90003E+11,45.5,54.5,-1,90.9,14,-1,41659,40301
19,1.90003E+11,100,0,27.3,72.7,14,29305,37881,35542
19,1.90003E+11,100,0,-1,86.7,17,-1,36250,35023
19,1.90004E+11,71.4,28.6,28.6,71.4,15,31071,40264,37637
19,1.90004E+11,91.7,-1,25,75,12,27860,39900,36890
19,1.90004E+11,87.5,-1,-1,87.5,15,-1,40293,38719
19,1.90004E+11,100,0,33.3,66.7,10,27138,41059,36419
19,1.90006E+11,100,0,-1,92.9,19,-1,38044,37272
19,1.90006E+11,100,0,26.3,73.7,15,27631,37714,35060
19,1.90303E+11,100,0,60,-1,8,26082,-1,27076
19,1.90303E+11,100,0,0,100,27,-2,29409,29409
19,1.90306E+11,91.7,-1,-1,91.7,15,-1,42719,41999
19,1.90306E+11,75,-1,50,50,10,30144,40904,35524
19,1.90306E+11,85.7,-1,-1,85.7,16,-1,42482,40346
19,1.90306E+11,-1,0,-1,-1,-1,-1,-1,-1
19,1.90309E+11,100,0,0,100,20,-2,35684,35684
19,1.90309E+11,87.5,-1,-1,75,16,-1,36077,33933
